state_loc_year,state,year,block,plot,date,cc_trmt,cc,term_win,herb_trmt,h,legacy_trmt,site,rye_kgha,weeds_kgha,weed_spp_top3,total_bm_kgha,harvest_date,yield,timing,spp_code,surface,lt10cm,b10_30cm,gt30cm,spp_total,subsample,seed
DE-1-24,DE,2024,4.0,406,2024-05-21,1 DAP,14,26,Residual,PRE,High fertility,high,2192,NA,NA,NA,2024-10-24,60.83074,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-24,DE,2024,4.0,402,2024-04-25,14 DPP,0,0,Ctl,UTC,High fertility,high,1024,NA,NA,NA,2024-10-24,52.205,28 DAP,AMAPA,10,156,14,0,180,NA,small
DE-1-24,DE,2024,4.0,402,2024-04-25,14 DPP,0,0,Ctl,UTC,High fertility,high,1024,NA,NA,NA,2024-10-24,52.205,28 DAP,AMBEL,4,16,4,0,24,NA,large
DE-1-24,DE,2024,4.0,401,2024-04-25,14 DPP,0,0,Residual,PRE,High fertility,high,1024,NA,NA,NA,2024-10-24,59.22146,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-24,DE,2024,4.0,401,2024-04-25,14 DPP,0,0,Residual,PRE,High fertility,high,1024,NA,NA,NA,2024-10-24,59.22146,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-24,DE,2024,4.0,403,NA,CTL,0,NA,Ctl,UTC,High fertility,high,0,NA,NA,NA,2024-10-24,61.81272,28 DAP,AMAPA,20,8,0,0,28,NA,small
DE-1-24,DE,2024,4.0,403,NA,CTL,0,NA,Ctl,UTC,High fertility,high,0,NA,NA,NA,2024-10-24,61.81272,28 DAP,AMBEL,0,16,0,0,16,NA,large
DE-1-24,DE,2024,4.0,404,NA,CTL,0,NA,Residual,PRE,High fertility,high,0,NA,NA,NA,2024-10-24,59.29123,28 DAP,AMAPA,0,2,0,0,2,NA,small
DE-1-24,DE,2024,4.0,404,NA,CTL,0,NA,Residual,PRE,High fertility,high,0,NA,NA,NA,2024-10-24,59.29123,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B1,101,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,3832,1200,"LOLMG, VICSS, OEOLA",5032,NA,39.56,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B1,101,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,3832,1200,"LOLMG, VICSS, OEOLA",5032,NA,39.56,28 DAP,AMBEL,0,5,0,0,5,NA,large
DE-1-23,DE,2023,B1,102,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,2488,1144,"LOLMG, SCRAN, CERSS",3632,NA,35.92,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B1,102,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,2488,1144,"LOLMG, SCRAN, CERSS",3632,NA,35.92,28 DAP,AMBEL,2,0,0,0,2,NA,large
DE-1-23,DE,2023,B1,106,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2176,NA,NA,NA,NA,43.64,28 DAP,AMAPA,5,12,0,0,17,NA,small
DE-1-23,DE,2023,B1,106,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2176,NA,NA,NA,NA,43.64,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B1,105,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2176,NA,NA,NA,NA,43.35,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B1,105,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2176,NA,NA,NA,NA,43.35,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B1,103,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,47.34,28 DAP,AMAPA,0,20,0,0,20,NA,small
DE-1-23,DE,2023,B1,103,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,47.34,28 DAP,AMBEL,2,6,1,0,9,NA,large
DE-1-23,DE,2023,B1,104,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,40.84,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B1,104,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,40.84,28 DAP,AMBEL,0,1,0,0,1,NA,large
DE-1-23,DE,2023,B2,205,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,3560,2456,LOLMG,6016,NA,44.68,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B2,205,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,3560,2456,LOLMG,6016,NA,44.68,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B2,206,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,3600,1440,"LOLMG, VIORA",5040,NA,47.69,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B2,206,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,3600,1440,"LOLMG, VIORA",5040,NA,47.69,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B2,202,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2432,NA,NA,NA,NA,40.3,28 DAP,AMAPA,3,6,0,0,9,NA,small
DE-1-23,DE,2023,B2,202,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2432,NA,NA,NA,NA,40.3,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B2,201,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2432,NA,NA,NA,NA,41.38,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B2,201,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2432,NA,NA,NA,NA,41.38,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B2,204,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,33.59,28 DAP,AMAPA,0,15,0,0,15,NA,small
DE-1-23,DE,2023,B2,204,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,33.59,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B2,203,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,33.45,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B2,203,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,33.45,28 DAP,AMBEL,1,0,0,0,1,NA,large
DE-1-23,DE,2023,B3,305,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,6448,1712,"LOLMG, VICSS, SCRAN",8160,NA,57.97,28 DAP,AMAPA,1,0,0,0,1,NA,small
DE-1-23,DE,2023,B3,305,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,6448,1712,"LOLMG, VICSS, SCRAN",8160,NA,57.97,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B3,306,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,4224,2336,"VICSS, LOLMG, VIORA",6560,NA,55.94,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B3,306,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,4224,2336,"VICSS, LOLMG, VIORA",6560,NA,55.94,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B3,303,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2248,NA,NA,NA,NA,61.54,28 DAP,AMAPA,0,0,1,0,1,NA,small
DE-1-23,DE,2023,B3,303,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,2248,NA,NA,NA,NA,61.54,28 DAP,AMBEL,5,14,1,0,20,NA,large
DE-1-23,DE,2023,B3,304,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2248,NA,NA,NA,NA,61.11,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B3,304,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,2248,NA,NA,NA,NA,61.11,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B3,302,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,45.28,28 DAP,AMAPA,0,23,0,0,23,NA,small
DE-1-23,DE,2023,B3,302,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,45.28,28 DAP,AMBEL,0,1,0,0,1,NA,large
DE-1-23,DE,2023,B3,301,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,48.64,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B3,301,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,48.64,28 DAP,AMBEL,0,1,0,0,1,NA,large
DE-1-23,DE,2023,B4,406,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,6696,1232,"LOLMG, VICSS",7928,NA,57.43,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B4,406,2023-05-15,1 DAP,14,19,Ctl,UTC,High fertility,high,6696,1232,"LOLMG, VICSS",7928,NA,57.43,28 DAP,AMBEL,3,13,0,0,16,NA,large
DE-1-23,DE,2023,B4,405,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,4416,1464,"LOLMG, VICSS, VIORA",5880,NA,52.4,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B4,405,2023-05-15,1 DAP,14,19,Residual,PRE,High fertility,high,4416,1464,"LOLMG, VICSS, VIORA",5880,NA,52.4,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B4,404,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,5216,NA,NA,NA,NA,59.09,28 DAP,AMAPA,1,3,0,0,4,NA,small
DE-1-23,DE,2023,B4,404,2023-04-26,14 DPP,0,0,Ctl,UTC,High fertility,high,5216,NA,NA,NA,NA,59.09,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B4,403,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,5216,NA,NA,NA,NA,56.8,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B4,403,2023-04-26,14 DPP,0,0,Residual,PRE,High fertility,high,5216,NA,NA,NA,NA,56.8,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-1-23,DE,2023,B4,401,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,50.47,28 DAP,AMAPA,0,22,0,0,22,NA,small
DE-1-23,DE,2023,B4,401,NA,CTL,0,NA,Ctl,UTC,High fertility,high,NA,NA,NA,NA,NA,50.47,28 DAP,AMBEL,0,1,0,0,1,NA,large
DE-1-23,DE,2023,B4,402,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,57.16,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-1-23,DE,2023,B4,402,NA,CTL,0,NA,Residual,PRE,High fertility,high,NA,NA,NA,NA,NA,57.16,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,1.0,105,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,1552,12.36,1 OEOLA,1564.36,2024-10-24,34.96295,28 DAP,AMAPA,6,26,0,0,32,NA,small
DE-2-24,DE,2024,1.0,105,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,1552,12.36,1 OEOLA,1564.36,2024-10-24,34.96295,28 DAP,AMBEL,0,4,0,0,4,NA,large
DE-2-24,DE,2024,1.0,106,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,1872,NA,NA,NA,2024-10-24,40.82094,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,1.0,106,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,1872,NA,NA,NA,2024-10-24,40.82094,28 DAP,AMBEL,2,0,0,0,2,NA,large
DE-2-24,DE,2024,1.0,104,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,928,NA,"OEOLA, VICSA, CERVU",NA,2024-10-24,38.23646,28 DAP,AMAPA,24,54,0,0,78,NA,small
DE-2-24,DE,2024,1.0,104,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,928,NA,"OEOLA, VICSA, CERVU",NA,2024-10-24,38.23646,28 DAP,AMBEL,2,16,0,0,18,NA,large
DE-2-24,DE,2024,1.0,103,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,928,NA,NA,NA,2024-10-24,32.81177,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,1.0,103,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,928,NA,NA,NA,2024-10-24,32.81177,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,1.0,102,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.00689,28 DAP,AMAPA,0,30,0,0,30,NA,small
DE-2-24,DE,2024,1.0,102,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.00689,28 DAP,AMBEL,0,20,0,0,20,NA,large
DE-2-24,DE,2024,1.0,101,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,31.49092,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,1.0,101,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,31.49092,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,2.0,202,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,1136,NA,NA,NA,2024-10-24,39.45951,28 DAP,AMAPA,NA,NA,NA,NA,0,NA,small
DE-2-24,DE,2024,2.0,202,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,1136,NA,NA,NA,2024-10-24,39.45951,28 DAP,AMBEL,6,8,0,0,14,NA,large
DE-2-24,DE,2024,2.0,201,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,2152,NA,NA,NA,2024-10-24,36.17045,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,2.0,201,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,2152,NA,NA,NA,2024-10-24,36.17045,28 DAP,AMBEL,2,4,0,0,6,NA,large
DE-2-24,DE,2024,2.0,203,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,NA,NA,NA,NA,2024-10-24,31.71374,28 DAP,AMAPA,20,110,0,0,130,NA,small
DE-2-24,DE,2024,2.0,203,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,NA,NA,NA,NA,2024-10-24,31.71374,28 DAP,AMBEL,4,16,0,0,20,NA,large
DE-2-24,DE,2024,2.0,204,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,NA,NA,NA,NA,2024-10-24,35.00783,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,2.0,204,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,NA,NA,NA,NA,2024-10-24,35.00783,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,2.0,206,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.25868,28 DAP,AMAPA,8,114,0,0,122,NA,small
DE-2-24,DE,2024,2.0,206,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.25868,28 DAP,AMBEL,12,36,0,0,48,NA,large
DE-2-24,DE,2024,2.0,205,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,35.02221,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,2.0,205,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,35.02221,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,3.0,302,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,2424,3.12,1 OEOLA,2427.12,2024-10-24,41.05091,28 DAP,AMAPA,6,38,0,0,44,NA,small
DE-2-24,DE,2024,3.0,302,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,2424,3.12,1 OEOLA,2427.12,2024-10-24,41.05091,28 DAP,AMBEL,6,0,0,0,6,NA,large
DE-2-24,DE,2024,3.0,301,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,2960,28.4,1 VICSA,2988.4,2024-10-24,38.36652,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,3.0,301,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,2960,28.4,1 VICSA,2988.4,2024-10-24,38.36652,28 DAP,AMBEL,0,4,0,0,4,NA,large
DE-2-24,DE,2024,3.0,306,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,1208,NA,NA,NA,2024-10-24,44.4069,28 DAP,AMAPA,0,26,0,0,26,NA,small
DE-2-24,DE,2024,3.0,306,2024-04-25,14 DPP,0,0,Ctl,UTC,Low fertility,low,1208,NA,NA,NA,2024-10-24,44.4069,28 DAP,AMBEL,2,10,0,0,12,NA,large
DE-2-24,DE,2024,3.0,305,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,1208,NA,NA,NA,2024-10-24,45.5231,28 DAP,AMAPA,0,2,0,0,2,NA,small
DE-2-24,DE,2024,3.0,305,2024-04-25,14 DPP,0,0,Residual,PRE,Low fertility,low,1208,NA,NA,NA,2024-10-24,45.5231,28 DAP,AMBEL,0,0,0,0,0,NA,large
DE-2-24,DE,2024,3.0,304,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.59032,28 DAP,AMAPA,10,84,0,0,94,NA,small
DE-2-24,DE,2024,3.0,304,NA,CTL,0,NA,Ctl,UTC,Low fertility,low,0,NA,NA,NA,2024-10-24,40.59032,28 DAP,AMBEL,0,32,0,0,32,NA,large
DE-2-24,DE,2024,3.0,303,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,39.56271,28 DAP,AMAPA,0,0,0,0,0,NA,small
DE-2-24,DE,2024,3.0,303,NA,CTL,0,NA,Residual,PRE,Low fertility,low,0,NA,NA,NA,2024-10-24,39.56271,28 DAP,AMBEL,0,2,0,0,2,NA,large
DE-2-24,DE,2024,4.0,404,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,3168,200.79999999999998,4 OEOLA,3368.8,2024-10-24,45.716,28 DAP,AMAPA,10,44,0,0,54,NA,small
DE-2-24,DE,2024,4.0,404,2024-05-21,1 DAP,14,26,Ctl,UTC,Low fertility,low,3168,200.79999999999998,4 OEOLA,3368.8,2024-10-24,45.716,28 DAP,AMBEL,4,8,0,0,12,NA,large
DE-2-24,DE,2024,4.0,403,2024-05-21,1 DAP,14,26,Residual,PRE,Low fertility,low,2480,39.6,1 VICSA,2519.6,2024-10-24,45.53565,28 DAP,AMAPA,0,0,0,0,0,NA,small
